ref_filename,record_id,year,tier,team_id,problem_title,in_git_pdf,role,blob_sha,verification_status
2023-first-A23103360079-WLAN网络信道接入机制建模.pdf,2023-A23103360079,2023,first,A23103360079,WLAN网络信道接入机制建模,no,REFERENCE_ONLY,f767c80944f0a6b5c918ca73597885ea794393ac,team-id-matched
2023-first-A23103840031-WLAN网络信道接入机制建模.pdf,2023-A23103840031,2023,first,A23103840031,WLAN网络信道接入机制建模,no,REFERENCE_ONLY,23c92a8b7d7b24abb6ef99efbb89e14dd117a046,team-id-matched
2023-first-A23104220005-WLAN网络信道接入机制建模.pdf,2023-A23104220005,2023,first,A23104220005,WLAN网络信道接入机制建模,yes,REFERENCE_ONLY,9d9782b7ea057d64639ce5d0abf69dd191be50d8,team-id-matched
2023-first-A23104860166-WLAN网络信道接入机制建模.pdf,2023-A23104860166,2023,first,A23104860166,WLAN网络信道接入机制建模,no,REFERENCE_ONLY,ddf98990a4a98fc53d14c3289a60b765214b52dc,team-id-matched
2023-first-A23105330383-WLAN网络信道接入机制建模.pdf,2023-A23105330383,2023,first,A23105330383,WLAN网络信道接入机制建模,no,REFERENCE_ONLY,e64dff357f93fc543c0ea58647fd1080b69835bc,team-id-matched
2023-first-B23100070010-DFT类矩阵的整数分解逼近.pdf,2023-B23100070010,2023,first,B23100070010,DFT类矩阵的整数分解逼近,no,REFERENCE_ONLY,908aed3c00c8f41dde7d166e2850a6c4591f8ead,team-id-matched
2023-first-B23100070173-DFT类矩阵的整数分解逼近.pdf,2023-B23100070173,2023,first,B23100070173,DFT类矩阵的整数分解逼近,no,REFERENCE_ONLY,ed16207fc726dfb04951087621e1b7edb27a41cb,team-id-matched
2023-first-B23102870003-DFT类矩阵的整数分解逼近.pdf,2023-B23102870003,2023,first,B23102870003,DFT类矩阵的整数分解逼近,no,REFERENCE_ONLY,b6795a4bbf662490379f6e4256c9f64ad8f7b1d5,team-id-matched
2023-first-B23102870182-DFT类矩阵的整数分解逼近.pdf,2023-B23102870182,2023,first,B23102870182,DFT类矩阵的整数分解逼近,no,REFERENCE_ONLY,36d1408648fe4ef03e2a85bea9a89d0910c9d4bb,team-id-matched
2023-first-B23103360062-DFT类矩阵的整数分解逼近.pdf,2023-B23103360062,2023,first,B23103360062,DFT类矩阵的整数分解逼近,yes,REFERENCE_ONLY,c75a6c317d4825922144c764245ae5a3e169f944,team-id-matched
2023-first-B23104860044-DFT类矩阵的整数分解逼近.pdf,2023-B23104860044,2023,first,B23104860044,DFT类矩阵的整数分解逼近,yes,REFERENCE_ONLY,db9373634bd6ab0584b4fb3ec77f362584c41a17,team-id-matched
2023-first-B23105580005-DFT类矩阵的整数分解逼近.pdf,2023-B23105580005,2023,first,B23105580005,DFT类矩阵的整数分解逼近,yes,REFERENCE_ONLY,3717acf66b6aefc6c6f2d864ef27ebea7ce9bd55,team-id-matched
2023-first-B23106140164-DFT类矩阵的整数分解逼近.pdf,2023-B23106140164,2023,first,B23106140164,DFT类矩阵的整数分解逼近,no,REFERENCE_ONLY,50bafc566ff179909c1bb577d311faeb0157c84d,team-id-matched
2023-first-B23111170006-DFT类矩阵的整数分解逼近.pdf,2023-B23111170006,2023,first,B23111170006,DFT类矩阵的整数分解逼近,yes,REFERENCE_ONLY,3e208d14f95e1c32d9bc7d8939e50c934584d9d9,team-id-matched
2023-first-C23102540029-大规模创新类竞赛评审方案研究.pdf,2023-C23102540029,2023,first,C23102540029,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,ff25a56749962db219001f030836270fb61685f4,team-id-matched
2023-first-C23102890004-大规模创新类竞赛评审方案研究.pdf,2023-C23102890004,2023,first,C23102890004,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,cb5a6e810d536fad001f83173fa7cfddd85161f7,team-id-matched
2023-first-C23102980125-大规模创新类竞赛评审方案研究.pdf,2023-C23102980125,2023,first,C23102980125,大规模创新类竞赛评审方案研究,yes,REFERENCE_ONLY,dd816770c48c93e21e805522b847bf0264876605,team-id-matched
2023-first-C23103360083-大规模创新类竞赛评审方案研究.pdf,2023-C23103360083,2023,first,C23103360083,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,302188b98c13faa03d708f881dd884e3b3d6d7f4,team-id-matched
2023-first-C23103510013-大规模创新类竞赛评审方案研究.pdf,2023-C23103510013,2023,first,C23103510013,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,073e9ba0533e78e6a1781364642961096fea50ba,team-id-matched
2023-first-C23104080013-大规模创新类竞赛评审方案研究.pdf,2023-C23104080013,2023,first,C23104080013,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,74abffa90bbe8bac2b74040fcfb5b1b90e27913c,team-id-matched
2023-first-C23106130016-大规模创新类竞赛评审方案研究.pdf,2023-C23106130016,2023,first,C23106130016,大规模创新类竞赛评审方案研究,yes,REFERENCE_ONLY,790f9760019aba94d454df814d739256051534af,team-id-matched
2023-first-C23106570312-大规模创新类竞赛评审方案研究.pdf,2023-C23106570312,2023,first,C23106570312,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,2a62dfa397d019a7a9ee64cbdb9cb2eae33641de,team-id-matched
2023-first-C23107120024-大规模创新类竞赛评审方案研究.pdf,2023-C23107120024,2023,first,C23107120024,大规模创新类竞赛评审方案研究,yes,REFERENCE_ONLY,3557b61f7602d4fcd6b2f055f1d207f599e96598,team-id-matched
2023-first-C23910020010-大规模创新类竞赛评审方案研究.pdf,2023-C23910020010,2023,first,C23910020010,大规模创新类竞赛评审方案研究,no,REFERENCE_ONLY,57747f8e5facd8b21d7d3d7504d99eca210a05b1,team-id-matched
2023-first-D23100060041-区域双碳目标与路径规划研究.pdf,2023-D23100060041,2023,first,D23100060041,区域双碳目标与路径规划研究,yes,REFERENCE_ONLY,29cb875033197d8be8f4e04333f123988ae475fa,team-id-matched
2023-first-D23102690008-区域双碳目标与路径规划研究.pdf,2023-D23102690008,2023,first,D23102690008,区域双碳目标与路径规划研究,no,REFERENCE_ONLY,b54fca3c196f5b7bd294c10672df4bd20600bc51,team-id-matched
2023-first-D23102860126-区域双碳目标与路径规划研究.pdf,2023-D23102860126,2023,first,D23102860126,区域双碳目标与路径规划研究,no,REFERENCE_ONLY,3379a65332b0f0c9776ee4b9d6905df61b5e503b,team-id-matched
2023-first-D23103560099-区域双碳目标与路径规划研究.pdf,2023-D23103560099,2023,first,D23103560099,区域双碳目标与路径规划研究,yes,REFERENCE_ONLY,60b6eba9584a70af8b040b11302025b5381397be,team-id-matched
2023-first-D23104860011-区域双碳目标与路径规划研究.pdf,2023-D23104860011,2023,first,D23104860011,区域双碳目标与路径规划研究,no,REFERENCE_ONLY,a30d001a854e96b8526789a0024d63016572c035,team-id-matched
2023-first-D23105330094-区域双碳目标与路径规划研究.pdf,2023-D23105330094,2023,first,D23105330094,区域双碳目标与路径规划研究,yes,REFERENCE_ONLY,c1a2b7f0e0710b87bdbc42e31a0aa3da985b4f02,team-id-matched
2023-first-D23106350004-区域双碳目标与路径规划研究.pdf,2023-D23106350004,2023,first,D23106350004,区域双碳目标与路径规划研究,yes,REFERENCE_ONLY,9d65179ba03906a625e3d1231bb88633a4956548,team-id-matched
2023-first-D23106740070-区域双碳目标与路径规划研究.pdf,2023-D23106740070,2023,first,D23106740070,区域双碳目标与路径规划研究,no,REFERENCE_ONLY,956ed1b10ca17d4af82009a59007b51cb94fdc4e,team-id-matched
2023-first-D23116460172-区域双碳目标与路径规划研究.pdf,2023-D23116460172,2023,first,D23116460172,区域双碳目标与路径规划研究,no,REFERENCE_ONLY,1d7c538d79ef85454513faae868e27fd5da9e651,team-id-matched
2023-first-E23100650012-出血性脑卒中临床智能诊疗建模.pdf,2023-E23100650012,2023,first,E23100650012,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,84667bcdab434d1495c065b7230778fc662d7645,team-id-matched
2023-first-E23102550019-出血性脑卒中临床智能诊疗建模.pdf,2023-E23102550019,2023,first,E23102550019,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,ae4242edb470cfff1d710ce5ae374bd67f836e19,team-id-matched
2023-first-E23103530067-出血性脑卒中临床智能诊疗建模.pdf,2023-E23103530067,2023,first,E23103530067,出血性脑卒中临床智能诊疗建模,yes,REFERENCE_ONLY,93b421652c067f132f184b66315f57eb3e8bb344,team-id-matched
2023-first-E23103570015-出血性脑卒中临床智能诊疗建模.pdf,2023-E23103570015,2023,first,E23103570015,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,26d180e55e8f1d3b57b689a3f8841026675130a8,team-id-matched
2023-first-E23104030073-出血性脑卒中临床智能诊疗建模.pdf,2023-E23104030073,2023,first,E23104030073,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,3f59c7d9ceafacebed61bf7196d1c26a35f1e8c8,team-id-matched
2023-first-E23105330424-出血性脑卒中临床智能诊疗建模.pdf,2023-E23105330424,2023,first,E23105330424,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,8cd3b1e38acd7ed2925b0dc4f37fb6caf662a60a,team-id-matched
2023-first-E23106730076-出血性脑卒中临床智能诊疗建模.pdf,2023-E23106730076,2023,first,E23106730076,出血性脑卒中临床智能诊疗建模,yes,REFERENCE_ONLY,bf9189097d66b7c7a5829d2788e60605ba40e37f,team-id-matched
2023-first-E23106980022-出血性脑卒中临床智能诊疗建模.pdf,2023-E23106980022,2023,first,E23106980022,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,f289d204a586065c70911ba448bf1e61f0955c43,team-id-matched
2023-first-E23107030070-出血性脑卒中临床智能诊疗建模.pdf,2023-E23107030070,2023,first,E23107030070,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,790602a8d78b6fe45687eb2fd9fc025b54f67663,team-id-matched
2023-first-E23900310014-出血性脑卒中临床智能诊疗建模.pdf,2023-E23900310014,2023,first,E23900310014,出血性脑卒中临床智能诊疗建模,no,REFERENCE_ONLY,2eb3c981a1627c6e8966683194bbdf55d1cb9f1f,team-id-matched
2023-first-F23102520378-强对流降水临近预报.pdf,2023-F23102520378,2023,first,F23102520378,强对流降水临近预报,yes,REFERENCE_ONLY,9e9760d194b90d4e00f4b28bf25fcfa8d2808ee3,team-id-matched
2023-first-F23102690048-强对流降水临近预报.pdf,2023-F23102690048,2023,first,F23102690048,强对流降水临近预报,no,REFERENCE_ONLY,7fae6155bd2bf9dbf2097870237ff5ca73e7c3c4,team-id-matched
2023-first-F23102860072-强对流降水临近预报.pdf,2023-F23102860072,2023,first,F23102860072,强对流降水临近预报,no,REFERENCE_ONLY,3f0fec57fae6a0a6f8284f4df9079dc0738e64da,team-id-matched
2023-first-F23103560002-强对流降水临近预报.pdf,2023-F23103560002,2023,first,F23103560002,强对流降水临近预报,no,REFERENCE_ONLY,a31ab44d3da2f8743310b7ffa183a3a48967470b,team-id-matched
2023-first-F23104040152-强对流降水临近预报.pdf,2023-F23104040152,2023,first,F23104040152,强对流降水临近预报,no,REFERENCE_ONLY,72cc49b828e7bb6cc5086cb8f60680d357364771,team-id-matched
2023-first-F23105550004-强对流降水临近预报.pdf,2023-F23105550004,2023,first,F23105550004,强对流降水临近预报,yes,REFERENCE_ONLY,b80d2d7e3e56ba86457d8effd57455bfe7fb2b2d,team-id-matched
2023-first-F23107010086-强对流降水临近预报.pdf,2023-F23107010086,2023,first,F23107010086,强对流降水临近预报,yes,REFERENCE_ONLY,50028bed70bae90adc8af1dd397efbf5576f2a22,team-id-matched
2023-first-F23107300013-强对流降水临近预报.pdf,2023-F23107300013,2023,first,F23107300013,强对流降水临近预报,yes,REFERENCE_ONLY,dcf1aeefe19dcb3e559e0124e97c4d3d3fc6d635,team-id-matched
2023-first-F23910020015-强对流降水临近预报.pdf,2023-F23910020015,2023,first,F23910020015,强对流降水临近预报,no,REFERENCE_ONLY,6ad0c6d0be1c63263ec075d2782780b6e5444fdd,team-id-matched
2023-first-F23910020096-强对流降水临近预报.pdf,2023-F23910020096,2023,first,F23910020096,强对流降水临近预报,no,REFERENCE_ONLY,363d33e6a4d591ba380bd7f9aaf1b04271367e81,team-id-matched
2024-first-A24102940057-风电场有功功率优化分配.pdf,2024-A24102940057,2024,first,A24102940057,风电场有功功率优化分配,yes,REFERENCE_ONLY,6dbfb9e08c3234f8f7e40e678912fd0d2f55ec0dd200e5e464ada6db4ca35be3,team-id-matched
2024-first-A24103350007-风电场有功功率优化分配.pdf,2024-A24103350007,2024,first,A24103350007,风电场有功功率优化分配,no,REFERENCE_ONLY,7fe2813d94da5d72676dd6c8fe0ff6cfead155b8aeb67918be9269de1a0cab5e,team-id-matched
2024-first-A24103530117-风电场有功功率优化分配.pdf,2024-A24103530117,2024,first,A24103530117,风电场有功功率优化分配,no,REFERENCE_ONLY,f6e0e476017750c9c13d03d1b103d32f32d74d2fe96feb40760c5b3bb3dff17c,team-id-matched
2024-first-A24107120016-风电场有功功率优化分配.pdf,2024-A24107120016,2024,first,A24107120016,风电场有功功率优化分配,no,REFERENCE_ONLY,daa73a15a67fe912cebe0948f9db9c2ad8e985032f55212eecd64393308ca9e6,team-id-matched
2024-first-B24102860287-WLAN组网中网络吞吐量建模.pdf,2024-B24102860287,2024,first,B24102860287,WLAN组网中网络吞吐量建模,yes,REFERENCE_ONLY,3e0fc95ca986458c90e024b55ad074660d419331f5b2feef26377e5e9abc5ee4,team-id-matched
2024-first-B24103530099-WLAN组网中网络吞吐量建模.pdf,2024-B24103530099,2024,first,B24103530099,WLAN组网中网络吞吐量建模,no,REFERENCE_ONLY,db528311404cb848e166fe9f837b20ebafab91f8b3ee6307677a8e7d56d09b1f,team-id-matched
2024-first-B24104760033-WLAN组网中网络吞吐量建模.pdf,2024-B24104760033,2024,first,B24104760033,WLAN组网中网络吞吐量建模,yes,REFERENCE_ONLY,4489b34abb9b14010c621a9804b2b8f69dace4d99afd86606a512513925bcdb3,team-id-matched
2024-first-B24116640167-WLAN组网中网络吞吐量建模.pdf,2024-B24116640167,2024,first,B24116640167,WLAN组网中网络吞吐量建模,no,REFERENCE_ONLY,26a34f2fa048e06f40e4d7981e25fc6f5f01067ceafc5e98af48916e4a51c637,team-id-matched
2024-first-C24102890089-数据驱动下磁性元件的磁芯损耗建模.pdf,2024-C24102890089,2024,first,C24102890089,数据驱动下磁性元件的磁芯损耗建模,no,REFERENCE_ONLY,81f2b821a8f442cd0c94f067edd27c570e2d63ddbbcae3a7d92f1f573e410b48,team-id-matched
2024-first-C24103860012-数据驱动下磁性元件的磁芯损耗建模.pdf,2024-C24103860012,2024,first,C24103860012,数据驱动下磁性元件的磁芯损耗建模,yes,REFERENCE_ONLY,20aa9ecb0164fd4e11130590da00f8e0a22a1147dc43b1b85ba9aa4f951a56d3,team-id-matched
2024-first-C24104220149-数据驱动下磁性元件的磁芯损耗建模.pdf,2024-C24104220149,2024,first,C24104220149,数据驱动下磁性元件的磁芯损耗建模,yes,REFERENCE_ONLY,382bde4b71f57eae705347767120aa58b2d993ae090d71cdf246d0e13d6bf871,team-id-matched
2024-first-C24106130096-数据驱动下磁性元件的磁芯损耗建模.pdf,2024-C24106130096,2024,first,C24106130096,数据驱动下磁性元件的磁芯损耗建模,no,REFERENCE_ONLY,2a817dbee1c712b58c164164eea329cec49d8c3f4233792b20d484e9ffd81626,team-id-matched
2024-first-D24103850092-大数据驱动的地理综合问题.pdf,2024-D24103850092,2024,first,D24103850092,大数据驱动的地理综合问题,no,REFERENCE_ONLY,a8c55b50f7be97971dc0b5844952dcbdc6929c07f52f841c0d0add83bec7628d,team-id-matched
2024-first-D24104250063-大数据驱动的地理综合问题.pdf,2024-D24104250063,2024,first,D24104250063,大数据驱动的地理综合问题,yes,REFERENCE_ONLY,6cb012383042874734f66f47f9287ae099adc7f81f9b89fa8f7657c747938020,team-id-matched
2024-first-D24104460003-大数据驱动的地理综合问题.pdf,2024-D24104460003,2024,first,D24104460003,大数据驱动的地理综合问题,no,REFERENCE_ONLY,01a6fe09f175de99159d78bdf8aa5997bc4564d85ae7f931f5715df5f2603db4,team-id-matched
2024-first-D24106570027-大数据驱动的地理综合问题.pdf,2024-D24106570027,2024,first,D24106570027,大数据驱动的地理综合问题,no,REFERENCE_ONLY,7d86005f5321da9836ebb158952d8ad3eb65c9a1e73b7f6d4fe6c1d7fb9e67af,team-id-matched
2024-first-E24101480006-高速公路应急车道紧急启用模型.pdf,2024-E24101480006,2024,first,E24101480006,高速公路应急车道紧急启用模型,no,REFERENCE_ONLY,84047e2dd922687d05f1ff326408c32dda51bc95ca1d1cd568ca8eac409ab9e4,team-id-matched
2024-first-E24102870008-高速公路应急车道紧急启用模型.pdf,2024-E24102870008,2024,first,E24102870008,高速公路应急车道紧急启用模型,no,REFERENCE_ONLY,2e6f5daacb7ce9f16e11239545f4b2b3d7bdee97ebc0b28ff32d5a5db9d20e25,team-id-matched
