record_id,year,edition,problem_letter,team_id,problem_title,paper_title,document_type,source_url,host,repository,commit_ref,filename,size_bytes,blob_sha,award_claim_raw,award_tier_normalized,verification_status,verification_secondary_url,match_key,corpus_layer,year_letter_stratum,archetype_tag,selection_rule,deep_review,license_notes
2022-A22100070190,2022,19,A,A22100070190,移动场景超分辨定位问题,移动场景超分辨定位问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/A/A22100070190.pdf,github.com,zhanwen/MathModel,master,A22100070190.pdf,2271011,4a5be81b64e70d92f00df51756acfa207fcaf046,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,A22100070190,full-paper-core,2022-A,signal-inverse,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-B22105300030,2022,19,B,B22105300030,方形件组批优化问题,方形件组批优化问题研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B22105300030.pdf,github.com,zhanwen/MathModel,master,B22105300030.pdf,3789713,3c5a1acc63101a2df36a06a7859cfbbb950f9a13,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B22105300030,full-paper-core,2022-B,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-B22106140009,2022,19,B,B22106140009,方形件组批优化问题,方形件组批优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B22106140009.pdf,github.com,zhanwen/MathModel,master,B22106140009.pdf,1759750,09a89e2c6a0aeabc136c6d0fca661925d1832566,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B22106140009,full-paper-core,2022-B,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-B22110490001,2022,19,B,B22110490001,方形件组批优化问题,方形件组批优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/B/B22110490001.pdf,github.com,zhanwen/MathModel,master,B22110490001.pdf,1561781,a65d92ffa3a3c60b64d7f24ff79a353cfd159d04,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,B22110490001,full-paper-core,2022-B,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-C22103190082,2022,19,C,C22103190082,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22103190082.pdf,github.com,zhanwen/MathModel,master,C22103190082.pdf,2370799,f1c42c51bbf843b987af74d3efea55785660d428,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22103190082,full-paper-core,2022-C,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-C22103360057,2022,19,C,C22103360057,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22103360057.pdf,github.com,zhanwen/MathModel,master,C22103360057.pdf,2146131,ffad7917917cb2a12f602a412847390c9d992107,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22103360057,full-paper-core,2022-C,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-C22103560098,2022,19,C,C22103560098,汽车制造涂装-总装缓存调序区调度优化问题,基于动态规划的PBS 多目标优化调度问题研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22103560098.pdf,github.com,zhanwen/MathModel,master,C22103560098.pdf,1094236,fb82e4299e3fa41c6ab4f9ea4d026ad453055da3,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22103560098,full-paper-core,2022-C,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-C22105330245,2022,19,C,C22105330245,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22105330245.pdf,github.com,zhanwen/MathModel,master,C22105330245.pdf,2581721,00ecab39f7da337859ac5154b153f3a804df5817,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22105330245,full-paper-core,2022-C,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-C22105930028,2022,19,C,C22105930028,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22105930028.pdf,github.com,zhanwen/MathModel,master,C22105930028.pdf,978801,4c453087b0eff9004c3960e42cd410dfb18bd612,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22105930028,full-paper-core,2022-C,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-C22106130232,2022,19,C,C22106130232,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22106130232.pdf,github.com,zhanwen/MathModel,master,C22106130232.pdf,1916405,665631f5dc94abe7036a7c968bbb4bfeb8a29fdb,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22106130232,full-paper-core,2022-C,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-C22106140003,2022,19,C,C22106140003,汽车制造涂装-总装缓存调序区调度优化问题,汽车制造涂装-总装缓存调序区调度优化问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/C/C22106140003.pdf,github.com,zhanwen/MathModel,master,C22106140003.pdf,1519988,8fc9309b7b1618f8d08ffd4bd6546ca307a66782,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,C22106140003,full-paper-core,2022-C,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-D22102920026,2022,19,D,D22102920026,PISA架构芯片资源排布问题,PISA架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22102920026.pdf,github.com,zhanwen/MathModel,master,D22102920026.pdf,1472009,0e09038ddf78cc6d9e83eb45f6141e5fb88e0166,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22102920026,full-paper-core,2022-D,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-D22102930009,2022,19,D,D22102930009,PISA架构芯片资源排布问题,PISA 架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22102930009.pdf,github.com,zhanwen/MathModel,master,D22102930009.pdf,2148989,c6f2071cca8f385bd089330aef78d75c712a509c,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22102930009,full-paper-core,2022-D,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-D22103360092,2022,19,D,D22103360092,PISA架构芯片资源排布问题,多约束条件下 PISA 架构芯片资源排布规划,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22103360092.pdf,github.com,zhanwen/MathModel,master,D22103360092.pdf,1601579,13224ae9da279a1890a4e6ecb9f12db7c18b97b9,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22103360092,full-paper-core,2022-D,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-D22104760020,2022,19,D,D22104760020,PISA架构芯片资源排布问题,PISA 架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22104760020.pdf,github.com,zhanwen/MathModel,master,D22104760020.pdf,2168810,3c95892e7eea7522701c6e8aee4142212a5a77b8,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22104760020,full-paper-core,2022-D,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-D22106990096,2022,19,D,D22106990096,PISA架构芯片资源排布问题,PISA架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22106990096.pdf,github.com,zhanwen/MathModel,master,D22106990096.pdf,2667361,2008fd857d7c85082b4ee147570825456275058b,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22106990096,full-paper-core,2022-D,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-D22900310001,2022,19,D,D22900310001,PISA架构芯片资源排布问题,PISA架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22900310001.pdf,github.com,zhanwen/MathModel,master,D22900310001.pdf,4155466,b9f2aa5cebdd2bbb9a4d5ab5a96b06e4365665a9,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22900310001,full-paper-core,2022-D,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-D22910040028,2022,19,D,D22910040028,PISA架构芯片资源排布问题,PISA架构芯片资源排布问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/D/D22910040028.pdf,github.com,zhanwen/MathModel,master,D22910040028.pdf,1123171,b74c461486d45a93f998783ad1a386b315ff4bc1,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,D22910040028,full-paper-core,2022-D,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-E22100160013,2022,19,E,E22100160013,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22100160013.pdf,github.com,zhanwen/MathModel,master,E22100160013.pdf,2206321,02e0256ef169f97898a4e74a483a5eb1ea961873,成功参与奖,participation,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22100160013,control-or-contaminant,2022-E,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-E22103040108,2022,19,E,E22103040108,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22103040108.pdf,github.com,zhanwen/MathModel,master,E22103040108.pdf,5354013,e3a249eb880d0b7043aa2705a9e7930130f93a31,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22103040108,full-paper-core,2022-E,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-E22103350038,2022,19,E,E22103350038,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22103350038.pdf,github.com,zhanwen/MathModel,master,E22103350038.pdf,11935564,b01ef592e73f47c979e915a2e8ef3487b697841e,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22103350038,full-paper-core,2022-E,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-E22104860014,2022,19,E,E22104860014,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22104860014.pdf,github.com,zhanwen/MathModel,master,E22104860014.pdf,10165824,626672fe44d7b02c300ce32ea6b4ce7c34fa289c,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22104860014,full-paper-core,2022-E,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-E22104870114,2022,19,E,E22104870114,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22104870114.pdf,github.com,zhanwen/MathModel,master,E22104870114.pdf,2979204,eb801eac76391895dbca540847c0eec773165db5,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22104870114,full-paper-core,2022-E,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-E22106110005,2022,19,E,E22106110005,草原放牧策略研究,基于机理分析与组合模型的草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22106110005.pdf,github.com,zhanwen/MathModel,master,E22106110005.pdf,2701398,8f6063c745db85161f81cef19ed7c0de8b94fed2,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22106110005,full-paper-core,2022-E,policy-evaluation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-E22107100039,2022,19,E,E22107100039,草原放牧策略研究,草原放牧策略研究,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/E/E22107100039.pdf,github.com,zhanwen/MathModel,master,E22107100039.pdf,3863049,4e75fbd22c872e1cdd8869f295ebf5b1a016a6ae,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,E22107100039,full-paper-core,2022-E,policy-evaluation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-F22100090053,2022,19,F,F22100090053,COVID-19疫情期间生活物资的科学管理问题,COVID-19 疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22100090053.pdf,github.com,zhanwen/MathModel,master,F22100090053.pdf,6139193,10037482f7732f7fa1863b822807ec02561dd047,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22100090053,full-paper-core,2022-F,scheduling-allocation,census+stratified-4-per-year-letter-seed-20260829,yes,third-party mirror; do not redistribute; local cache only
2022-F22101470006,2022,19,F,F22101470006,COVID-19疫情期间生活物资的科学管理问题,COVID-19疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22101470006.pdf,github.com,zhanwen/MathModel,master,F22101470006.pdf,8596086,d2281445fd2abcc147ab07d51640343b77898472,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22101470006,full-paper-core,2022-F,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
2022-F22102540295,2022,19,F,F22102540295,COVID-19疫情期间生活物资的科学管理问题,COVID-19疫情期间生活物资的科学管理问题,full-paper-pdf,https://github.com/zhanwen/MathModel/blob/master/%E5%9B%BD%E8%B5%9B%E8%AE%BA%E6%96%87/2022%E5%B9%B4%E4%BC%98%E7%A7%80%E8%AE%BA%E6%96%87/F/F22102540295.pdf,github.com,zhanwen/MathModel,master,F22102540295.pdf,7138446,e226eed8740071d0255563e8f32573e97b4c9548,一等奖,first,team-id-matched,https://github.com/lcpmgh/CPMCM-Awards/tree/master/awardlist,F22102540295,full-paper-core,2022-F,scheduling-allocation,census-of-github-folder-crosschecked-against-award-csv,no,third-party mirror; do not redistribute; local cache only
